,required,required,optional,required,required,required,required,optional,required,repeated,repeated,required,repeated,required,repeated,required
,9000423,机械怪杰,101,1,1,4,1,1,9000423,,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000424,鱼妖,102,0,1,5,1,1,10028,,1002801;1002802,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
,9000425,小鱼龙,102,0,1,5,1,1,10047,,1004701;1004702,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
,9000426,合成怪,102,0,1,5,1,1,52014,,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000427,采矿工兵,102,0,1,4,1,1,10046,,1004601;1004602,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000428,海魔,101,1,1,6,1,1,52018,,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000429,夜崎隐,0,0,1,6,1,60,9000429,,10701;10702;10703;10704;10705;10706;10707,"2,3;6",0,"0,2,4;1,3,6",0,0
,9000430,尼格斯,0,2,1,6,2,60,9000430,,900101;900102;900103;900104,2;0,0,"0,1,2;0,2,1,3;0,1,1",0,0
,9000431,杀人蜂,0,1,1,2,1,31,9000431,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
浮士德72,9000432,浮士德72,0,0,1,4,2,52,9000432,1606,500001;500002,"0,0,1",0,"0,0,1",0,0
机械石像鬼,9000433,机械石像鬼,0,2,1,6,2,53,9000433,1607,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
袭击者,9000434,袭击者,0,0,1,4,2,53,9000434,1605;1021,5200201;5200202,"0,0,1",0,"0,0,1",0,0
摩尼耶,9000435,摩尼耶,0,1,1,4,2,53,9000435,1011;1610;1618,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,9000436,枭鹰,201,0,1,1,1,0,9000436,,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000437,枯叶蜂王,203,0,1,2,1,0,9000437,,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000438,沙漠巨人,203,0,1,0,1,0,9000438,,1005201;1005202;1005203,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
,9000439,宝箱怪,201,0,1,6,1,0,9000439,,1000901;1000902,"0,0,1",0,"0,0,1",0,0
,9000440,机械石像,204,0,1,6,1,0,9000440,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000441,夜崎隐,0,0,1,6,1,99,9000441,,10701;10702;10703;10704;10705;10706;10707,"0,1;6",0,"0,2,4;1,3,6",0,0
,9000442,尼格斯,0,2,1,6,2,99,9000442,,900101;900102;900103;900104,"1,2",0,"0,1,2;0,2,1,3;0,1,1",0,0
,9000443,愤怒,0,2,1,6,2,55,9000443,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,9000444,J博士,203,1,1,4,1,0,9000444,1021,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000445,白银盾战,102,0,1,4,1,0,9000445,,5201101;5201102;5201103,"0,1;0,2,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000446,黄金首领,204,1,1,4,1,0,9000446,1131,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000447,锤子团首领,201,0,1,4,1,0,9000447,1101,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000448,矮巨人指挥官,204,0,1,4,1,1,9000448,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
沙海苍鹰伊妮,9000451,沙海苍鹰伊妮,0,1,1,1,1,18,9000451,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
暗夜魔导师特里,9000452,暗夜魔导师特里,0,1,1,6,2,19,9000452,1011;1605,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
魔魇使徒,9000453,魔魇使徒,0,1,1,6,1,19,9000453,1011;1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
审判侍从伊戈尔,9000454,审判侍从伊戈尔,0,1,1,6,1,20,9000454,3005;1619,1003101;1003102;1003103;1003110;1003111;1003112,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
荒漠领主纳伏,9000455,荒漠领主纳伏,0,1,1,2,1,21,9000455,1021;1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
荒原沙蝎,9000456,荒原沙蝎,0,1,1,2,1,21,9000456,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
荒原沙蝎,9000457,荒原沙蝎,0,1,1,2,1,21,9000457,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
迷梦蛛王黛娜,9000458,迷梦蛛王黛娜,0,1,2,6,1,22,9000458,1642,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
梦魇女巫薇拉,9000459,梦魇女巫薇拉,0,1,1,6,1,23,9000459,1635,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
雾妖女巫,9000460,雾妖女巫,0,1,1,6,2,23,9000460,1620,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
莽荒战神肖恩,9000461,莽荒战神肖恩,0,1,1,6,1,24,9000461,1603;1636,1003601;1003602;1003603;1003604,"0,1,2,3",0,"0,1,2,3",0,0
妖媚舞姬凯琳,9000462,妖媚舞姬凯琳,0,1,1,4,1,25,9000462,1011;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
蛊惑者,9000463,蛊惑者,0,1,1,4,1,25,9000463,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
入魔战魂,9000464,入魔战魂,0,1,1,3,1,25,9000464,1011;1608,5200801;5200802;5200803,"0,0,2",0,"1,0,0;1,0,2",0,0
枯叶蜂蜂王,9000465,枯叶蜂蜂王,0,1,1,2,1,26,9000465,1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
毒牙幽魂,9000466,毒牙幽魂,0,1,1,6,1,26,9000466,1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
骑士副官索隆,9000467,骑士副官索隆,0,1,1,4,1,27,9000467,1614,5201101;5201102;5201103,"0,1;0,2,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
骑士团法师,9000468,骑士团法师,0,1,1,6,1,27,9000468,,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
骑士团先锋,9000469,骑士团先锋,0,1,1,4,1,27,9000469,1640,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
石翼暴君沃冈,9000470,石翼暴君沃冈,0,1,1,6,2,28,9000470,1021;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
石斧鹿角兽,9000471,石斧鹿角兽,0,1,1,1,1,28,9000471,1021;1629,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
暴君之侍,9000472,暴君之侍,0,1,1,6,2,28,9000472,1021,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
邪灵法师艾德,9000473,邪灵法师艾德,0,1,1,6,1,29,9000473,1642,5201001;5201002;5201003,"0,1,2;0,1,2",0,"0,1,2;0,0,1",0,0
魔坛异教徒,9000474,魔坛异教徒,0,1,1,1,1,29,9000474,1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
丧魂暴君亚尔林,9000475,丧魂暴君亚尔林,0,1,1,6,1,30,9000475,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
半人机械,9000476,半人机械,0,1,1,1,1,30,9000476,1622;1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
罪恶女巫,9000477,罪恶女巫,0,1,1,6,2,30,9000477,1607,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
秘巫使徒洛兰,9000478,秘巫使徒洛兰,0,1,1,4,1,30,9000478,1011;1633,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
使徒亲信,9000479,使徒亲信,0,1,1,6,1,30,9000479,1011;1617,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
矮人行刑者,9000480,矮人行刑者,0,1,1,4,1,30,9000480,1011;1626,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,0,1;0,2,1;0,1,0",0,0
恶魔之子巴特莱,9000481,恶魔之子巴特莱,0,1,1,6,2,31,9000481,1607;1641,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
修罗祭司,9000482,修罗祭司,0,1,1,6,1,31,9000482,1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
熊人首领詹森,9000483,熊人首领詹森,0,1,1,1,1,31,9000483,1021;1606,1001501;1001502;1001503,"0,1,0,2;0,2",0,"1,0,1;0,1,0,2;0,1;1,0,1,2",0,0
丛林卫士,9000484,丛林卫士,0,1,1,4,1,31,9000484,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
机械战甲,9000485,机械战甲,0,1,1,6,2,31,9000485,1061;1602,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
战魂统领马修,9000486,战魂统领马修,0,1,1,6,1,32,9000486,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
密林开膛手,9000487,密林开膛手,0,1,1,2,1,32,9000487,1612;1627,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
赤角狂兽卡拉,9000488,赤角狂兽卡拉,0,1,1,6,1,32,9000488,1610,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
狂兽使徒,9000489,狂兽使徒,0,1,1,6,2,32,9000489,1627,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
夺命蜂,9000490,夺命蜂,0,1,1,2,1,32,9000490,1643,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
爆炎男爵罗德森,9000491,爆炎男爵罗德森,0,1,1,6,2,33,9000491,1619;1618,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
欲望男爵舒克,9000492,欲望男爵舒克,0,1,1,4,1,33,9000492,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
蛊惑者,9000493,蛊惑者,0,1,1,4,1,33,9000493,1021;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
魅惑者,9000494,魅惑者,0,1,1,4,1,33,9000494,1021;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
暮夜蜂王伊娃,9000495,暮夜蜂王伊娃,0,1,1,2,1,34,9000495,1622;1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
暮夜黑蜂,9000496,暮夜黑蜂,0,1,1,2,1,34,9000496,1622;1637;1631,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
狂战指挥官里奥,9000497,狂战指挥官里奥,0,1,1,1,1,34,9000497,1618;1621,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
暗黑死侍,9000498,暗黑死侍,0,1,1,6,1,34,9000498,1605;1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
尖啸游隼赫达,9000499,尖啸游隼赫达,0,1,1,1,1,35,9000499,1011;1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
狂乱研究者托斯,9000500,狂乱研究者托斯,0,1,1,4,1,35,9000500,1618;1644,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
机械战甲,9000501,机械战甲,0,1,1,6,2,35,9000501,1602;1626,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
暗幕蝎王巴扎,9000502,暗幕蝎王巴扎,0,1,1,2,1,36,9000502,1611;1636,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
深渊领主桑德拉,9000503,深渊领主桑德拉,0,1,1,6,2,36,9000503,1641;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
狂魔者,9000504,狂魔者,0,1,1,6,1,36,9000504,1640;1617,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
黑女巫,9000505,黑女巫,0,1,1,6,2,36,9000505,1607,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
暗黑骑士长韦伯,9000506,暗黑骑士长韦伯,0,1,1,4,1,37,9000506,1021;1622;1618,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
暗魂先锋,9000507,暗魂先锋,0,1,1,4,1,37,9000507,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
魅魔使徒莉塔,9000508,魅魔使徒莉塔,0,1,1,6,1,37,9000508,1635;1636,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
铁骑领主劳伦,9000509,铁骑领主劳伦,0,1,1,4,1,38,9000509,1041;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
铁骑先锋,9000510,铁骑先锋,0,1,1,4,1,38,9000510,1031;1609,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
枭鹰霸主希尔达,9000511,枭鹰霸主希尔达,0,1,1,1,1,38,9000511,1604;1612,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
狂魔兽,9000512,狂魔兽,0,1,1,6,1,38,9000512,1605;1622;1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000513,武装狼人,0,1,1,1,1,39,9000513,1021;1639,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000514,杀人蜂,0,1,1,2,1,39,9000514,1021;1643,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000515,蝎怪,0,1,1,2,1,39,9000515,1604;1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,9000516,摩尼耶,0,1,1,4,1,39,9000516,1605;1609,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,9000517,四蹄神,0,1,1,6,1,40,9000517,1021;1610;1622,1003601;1003602;1003603;1003604,"0,1,2,3",0,"0,1,2,3",0,0
,9000518,锡波,0,1,1,4,1,40,9000518,1601,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000519,尼格斯,0,1,1,6,2,40,9000519,1011;1627,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,9000520,大鱼妖,0,1,1,5,1,40,9000520,1607;1643,1002001;1002002;1002003,"0,1,2",0,"0,1,0,2;0,1,2;0,2,1,2;0,1,2",0,0
,9000521,枯叶蜂蜂王,0,1,1,2,1,41,9000521,1021;1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000522,黄金首领,0,1,1,4,1,41,9000522,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000523,贪婪,0,1,1,6,1,41,9000523,1621;3005;1619,1003110;1003111;1003112,"1,0,1;0,0,2",0,"0,0,2,1;0,0,1",0,0
,9000524,丧尸法师,0,1,1,3,1,42,9000524,1605;1627,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000525,恶魔修帝,0,1,1,6,2,42,9000525,1641;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000526,卫队长莱克,0,1,1,4,1,43,9000526,1618;1644,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
,9000527,J博士,0,1,1,4,1,43,9000527,1602;1626,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000528,绝世舞姬,0,1,1,4,1,43,9000528,1011;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000529,卫队长莱克,0,1,1,4,1,43,9000529,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
,9000530,暗黑战魂,0,1,1,3,1,43,9000530,1608;1606,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000531,蜘蛛女王,0,1,2,6,1,44,9000531,1623;1642,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000532,武装熊人战士,0,1,1,1,1,44,9000532,1021;1606,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000533,鹿角兽队长,0,1,1,1,1,44,9000533,1618;1643;1629,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000534,矮巨人指挥官,0,1,1,4,1,45,9000534,1633;1626,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
,9000535,黑暗法师,0,1,1,6,1,45,9000535,1638;1642,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
,9000536,海魔,0,1,1,6,1,45,9000536,1625;1626,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000537,绝世舞姬,0,1,1,4,1,46,9000537,1011;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000538,卫队长莱克,0,1,1,4,1,46,9000538,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
,9000539,暗黑战魂,0,1,1,3,1,46,9000539,1607;1608,5200801;5200802;5200803,"0,0,2",0,"1,0,0;1,0,2",0,0
,9000540,哈蒙,0,1,1,1,1,46,9000540,1618;1621;1610,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000541,枭鹰,0,1,1,1,1,47,9000541,1602;1637;1606,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000542,尼格斯,0,1,1,6,2,47,9000542,1011;1605,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,9000543,默希娅,0,1,1,6,1,47,9000543,1011;1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000544,枯叶蜂蜂王,0,1,1,2,1,48,9000544,1618;1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000545,狂化阿噗,0,1,1,6,1,48,9000545,1607;1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000546,白银盾战,0,1,1,4,1,48,9000546,1614,5201101;5201102;5201103,"0,1;0,2,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000547,黑暗法师,0,1,1,6,1,48,9000547,1640,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
,9000548,锤子团首领,0,1,1,4,1,48,9000548,1640,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000549,默希娅,0,1,1,6,1,49,9000549,1635;1619,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000550,大女巫,0,1,1,6,2,49,9000550,1620,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,9000551,黑龙战士,0,1,1,4,1,49,9000551,1011;1609,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,9000552,暗黑战魂,0,1,1,3,1,49,9000552,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000553,蝎怪,0,1,1,2,1,50,9000553,1021;1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,9000554,草原蝎子,0,1,1,2,1,50,9000554,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000555,草原蝎子,0,1,1,2,1,50,9000555,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000556,四蹄神,0,1,1,6,1,50,9000556,1604;1603;1636,1003601;1003602;1003603;1003604,"0,1,2,3",0,"0,1,2,3",0,0
,9000557,机械石像,0,1,1,6,2,51,9000557,1021;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000558,鹿角兽队长,0,1,1,1,1,51,9000558,1021;1629,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000559,大女巫,0,1,1,6,2,51,9000559,1021,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,9000560,黑暗法师,0,1,1,6,1,51,9000560,1642,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
,9000561,哈蒙,0,1,1,1,1,51,9000561,1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000562,萨米尔,0,1,1,6,1,52,9000562,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
,9000563,哈蒙,0,1,1,1,1,52,9000563,1622;1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000564,大女巫,0,1,1,6,2,52,9000564,1607,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,9000565,黑色荆棘,0,1,1,4,1,52,9000565,1011;1633,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
,9000566,萨米尔,0,1,1,6,1,52,9000566,1011;1617,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
,9000567,矮巨人指挥官,0,1,1,4,1,52,9000567,1011;1626,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
,9000568,恶魔修帝,0,1,1,6,2,53,9000568,1607;1641,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000569,默希娅,0,1,1,6,1,53,9000569,1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000570,武装熊人战士,0,1,1,1,1,53,9000570,1021;1606,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000571,黄金首领,0,1,1,4,1,53,9000571,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000572,机械石像,0,1,1,6,2,53,9000572,1061;1602,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000573,丧尸法师,0,1,1,3,1,42,9000524,1605;1636,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
萨米尔,9000574,锐斧战魔安德鲁,0,1,1,6,1,54,9000574,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
枯叶蜂蜂王,9000575,密林开膛手,0,1,1,2,1,54,9000575,1612;1627,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
狂化阿噗,9000576,实验合成兽巴德,0,1,1,6,1,54,9000576,1610,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
尼格斯,9000577,使徒,0,1,1,6,2,54,9000577,1627,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
杀人蜂,9000578,夺命蜂,0,1,1,2,1,54,9000578,1643,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
愤怒,9000579,林地红魔阿诺德,0,1,1,6,2,55,9000579,1619;1618,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
莱克,9000580,砾风游贼班森,0,1,1,4,1,55,9000580,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
莱克,9000581,蛊惑者,0,1,1,4,1,55,9000581,1021;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
