,required,required,optional,optional,optional,optional,optional,optional,optional,repeated,repeated,optional,repeated,optional,repeated,optional
利斧战魔阿卡萨,9000461,利斧战魔阿卡萨,0,1,1,6,1,24,9000461,1603;1636,1003601;1003602;1003603;1003604,"0,1,2,3",0,"0,1,2,3",0,0
妖媚舞姬凯琳,9000462,妖媚舞姬凯琳,0,1,1,4,1,25,9000462,1011;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
蛊惑者,9000463,蛊惑者,0,1,1,4,1,25,9000463,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
入魔战魂,9000464,入魔战魂,0,1,1,3,1,25,9000464,1011;1608,5200801;5200802;5200803,"0,0,2",0,"1,0,0;1,0,2",0,0
枯骨毒蜂克莱尔,9000465,枯骨毒蜂克莱尔,0,1,1,2,1,26,9000465,1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
毒牙幽魂,9000466,毒牙幽魂,0,1,1,6,1,26,9000466,1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
骑士副官索隆,9000467,骑士副官索隆,0,1,1,4,1,27,9000467,1614,5201101;5201102;5201103,"0,1,0;0,0,2",0,"0,0;0,0,2;0,1;0,0;0,1,2,2",0,0
骑士团法师,9000468,骑士团法师,0,1,1,6,1,27,9000468,,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
骑士团先锋,9000469,骑士团先锋,0,1,1,4,1,27,9000469,1640,1005001;1005002;1005003,"1,1,2;1,0,1,2;1,0,1,0",0,"0,2;1,0,1,0;0,1,2,2",0,0
石翼暴君沃冈,9000470,石翼暴君沃冈,0,1,1,6,2,28,9000470,1021;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
石斧鹿角兽,9000471,石斧鹿角兽,0,1,1,1,1,28,9000471,1021;1629,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
暴君之侍,9000472,暴君之侍,0,1,1,6,2,28,9000472,1021,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
邪灵法师艾德,9000473,邪灵法师艾德,0,1,1,6,1,29,9000473,1642,5201001;5201002;5201003,"0,1,2;0,1,2",0,"0,1,2;0,0,1",0,0
魔坛异教徒,9000474,魔坛异教徒,0,1,1,1,1,29,9000474,1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
丧魂暴君亚尔林,9000475,丧魂暴君亚尔林,0,1,1,6,1,30,9000475,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
半人机械,9000476,半人机械,0,1,1,1,1,30,9000476,1622;1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
罪恶女巫,9000477,罪恶女巫,0,1,1,6,2,30,9000477,1607,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
秘巫使徒洛兰,9000478,秘巫使徒洛兰,0,1,1,4,1,30,9000478,1011;1633,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
使徒亲信,9000479,使徒亲信,0,1,1,6,1,30,9000479,1011;1617,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
矮人行刑者,9000480,矮人行刑者,0,1,1,4,1,30,9000480,1011;1626,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,0,1;0,2,1;0,1,0",0,0
恶魔之子巴特莱,9000481,恶魔之子巴特莱,0,1,1,6,2,31,9000481,1607;1641,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
修罗祭司,9000482,修罗祭司,0,1,1,6,1,31,9000482,1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
熊人首领詹森,9000483,熊人首领詹森,0,1,1,1,1,31,9000483,1021;1606,1001501;1001502;1001503,"0,1,0,2;0,2",0,"1,0,1;0,1,0,2;0,1;1,0,1,2",0,0
丛林卫士,9000484,丛林卫士,0,1,1,4,1,31,9000484,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
机械战甲,9000485,机械战甲,0,1,1,6,2,31,9000485,1061;1602,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
战魂统领马修,9000486,战魂统领马修,0,1,1,6,1,32,9000486,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
密林开膛手,9000487,密林开膛手,0,1,1,2,1,32,9000487,1612;1627,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
赤角狂兽卡拉,9000488,赤角狂兽卡拉,0,1,1,6,1,32,9000488,1610,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
狂兽使徒,9000489,狂兽使徒,0,1,1,6,2,32,9000489,1627,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
夺命蜂,9000490,夺命蜂,0,1,1,2,1,32,9000490,1643,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
爆炎男爵罗德森,9000491,爆炎男爵罗德森,0,1,1,6,2,33,9000491,1619;1618,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
砾风游贼班森,9000492,砾风游贼班森,0,1,1,4,1,33,9000492,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
蛊惑者,9000493,蛊惑者,0,1,1,4,1,33,9000493,1021;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
魅惑者,9000494,魅惑者,0,1,1,4,1,33,9000494,1021;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
暮夜蜂王伊娃,9000495,暮夜蜂王伊娃,0,1,1,2,1,34,9000495,1622;1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
暮夜黑蜂,9000496,暮夜黑蜂,0,1,1,2,1,34,9000496,1622;1637;1631,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
叛变军团长亨利,9000497,叛变军团长亨利,0,1,1,1,1,34,9000497,1618;1621,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
暗黑死侍,9000498,暗黑死侍,0,1,1,6,1,34,9000498,1605;1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
尖啸游隼赫达,9000499,尖啸游隼赫达,0,1,1,1,1,35,9000499,1011;1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
狂乱研究者托斯,9000500,狂乱研究者托斯,0,1,1,4,1,35,9000500,1618;1644,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
机械战甲,9000501,机械战甲,0,1,1,6,2,35,9000501,1602;1626,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
暗幕蝎王巴扎,9000502,暗幕蝎王巴扎,0,1,1,2,1,36,9000502,1611;1636,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
狰狞鬼面德尔格,9000503,狰狞鬼面德尔格,0,1,1,6,2,36,9000503,1641;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
狂魔者,9000504,狂魔者,0,1,1,6,1,36,9000504,1640;1617,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
黑女巫,9000505,黑女巫,0,1,1,6,2,36,9000505,1607,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
劫掠军骑长约克,9000506,劫掠军骑长约克,0,1,1,4,1,37,9000506,1021;1622;1618,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
暗魂先锋,9000507,暗魂先锋,0,1,1,4,1,37,9000507,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
魅魔使徒莉塔,9000508,魅魔使徒莉塔,0,1,1,6,1,37,9000508,1635;1636,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
铁骑领主劳伦,9000509,铁骑领主劳伦,0,1,1,4,1,38,9000509,1041;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
铁骑先锋,9000510,铁骑先锋,0,1,1,4,1,38,9000510,1031;1609,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
风啸游隼丽丝,9000511,风啸游隼丽丝,0,1,1,1,1,38,9000511,1604;1612,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
狂魔兽,9000512,狂魔兽,0,1,1,6,1,38,9000512,1605;1622;1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000513,武装狼人,0,1,1,1,1,39,9000513,1021;1639,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000514,杀人蜂,0,1,1,2,1,39,9000514,1021;1643,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000515,蝎怪,0,1,1,2,1,39,9000515,1604;1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,9000516,摩尼耶,0,1,1,4,1,39,9000516,1605;1609,5201301;5201302;5201303,"1,1,2;0,0,1",0,"0,1,2;0,1,2,2;0,0,1;0,0,1",0,0
,9000517,荒漠战神肖恩,0,1,1,6,1,40,9000517,1021;1610;1622,1003601;1003602;1003603;1003604,"0,1,2,3",0,"0,1,2,3",0,0
,9000518,锡波,0,1,1,4,1,40,9000518,1601,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000519,尼格斯,0,1,1,6,2,40,9000519,1011;1627,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,9000520,大鱼妖,0,1,1,5,1,40,9000520,1607;1643,1002001;1002002;1002003,"0,1,2",0,"0,1,0,2;0,1,2;0,2,1,2;0,1,2",0,0
,9000521,枯叶蜂蜂王,0,1,1,2,1,41,9000521,1021;1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000522,黄金首领,0,1,1,4,1,41,9000522,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000523,贪婪,0,1,1,6,1,41,9000523,1621;3005;1619,1003110;1003111;1003112,"1,0,1;0,0,2",0,"0,0,2,1;0,0,1",0,0
,9000524,丧尸法师,0,1,1,3,1,42,9000524,1605;1627,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000525,月夜诡蝠桑德拉,0,1,1,6,2,42,9000525,1641;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000526,卫队长莱克,0,1,1,4,1,43,9000526,1618;1644,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
,9000527,J博士,0,1,1,4,1,43,9000527,1602;1626,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,9000528,绝世舞姬,0,1,1,4,1,43,9000528,1011;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000529,卫队长莱克,0,1,1,4,1,43,9000529,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
,9000530,暗黑战魂,0,1,1,3,1,43,9000530,1608;1606,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000531,蜘蛛女王,0,1,2,6,1,44,9000531,1623;1642,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000532,武装熊人战士,0,1,1,1,1,44,9000532,1021;1606,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000533,鹿角兽队长,0,1,1,1,1,44,9000533,1618;1643;1629,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000534,矮巨人指挥官,0,1,1,4,1,45,9000534,1633;1626,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
,9000535,黑暗法师,0,1,1,6,1,45,9000535,1638;1642,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
,9000536,海魔,0,1,1,6,1,45,9000536,1625;1626,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000537,绝世舞姬,0,1,1,4,1,46,9000537,1011;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000538,卫队长莱克,0,1,1,4,1,46,9000538,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
,9000539,暗黑战魂,0,1,1,3,1,46,9000539,1607;1608,5200801;5200802;5200803,"0,0,2",0,"1,0,0;1,0,2",0,0
,9000540,哈蒙,0,1,1,1,1,46,9000540,1618;1621;1610,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000541,枭鹰,0,1,1,1,1,47,9000541,1602;1637;1606,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000542,尼格斯,0,1,1,6,2,47,9000542,1011;1605,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,9000543,默希娅,0,1,1,6,1,47,9000543,1011;1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000544,枯叶蜂蜂王,0,1,1,2,1,48,9000544,1618;1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,9000545,狂化阿噗,0,1,1,6,1,48,9000545,1607;1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,9000546,白银盾战,0,1,1,4,1,48,9000546,1614,5201101;5201102;5201103,"0,1,0;0,0,2",0,"0,0;0,0,2;0,1;0,0;0,1,2,2",0,0
,9000547,黑暗法师,0,1,1,6,1,48,9000547,1640,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
,9000548,锤子团首领,0,1,1,4,1,48,9000548,1640,1005001;1005002;1005003,"1,1,2;1,0,1,2;1,0,1,0",0,"0,2;1,0,1,0;0,1,2,2",0,0
,9000549,默希娅,0,1,1,6,1,49,9000549,1635;1619,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000550,大女巫,0,1,1,6,2,49,9000550,1620,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,9000551,黑龙战士,0,1,1,4,1,49,9000551,1011;1609,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,9000552,暗黑战魂,0,1,1,3,1,49,9000552,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000553,蝎怪,0,1,1,2,1,50,9000553,1021;1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,9000554,草原蝎子,0,1,1,2,1,50,9000554,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000555,草原蝎子,0,1,1,2,1,50,9000555,1021;1605;1602,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,9000556,四蹄神,0,1,1,6,1,50,9000556,1604;1603;1636,1003601;1003602;1003603;1003604,"0,1,2,3",0,"0,1,2,3",0,0
,9000557,机械石像,0,1,1,6,2,51,9000557,1021;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000558,鹿角兽队长,0,1,1,1,1,51,9000558,1021;1629,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000559,大女巫,0,1,1,6,2,51,9000559,1021,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,9000560,黑暗法师,0,1,1,6,1,51,9000560,1642,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
,9000561,哈蒙,0,1,1,1,1,51,9000561,1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000562,萨米尔,0,1,1,6,1,52,9000562,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
,9000563,哈蒙,0,1,1,1,1,52,9000563,1622;1618,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,9000564,大女巫,0,1,1,6,2,52,9000564,1607,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,9000565,黑色荆棘,0,1,1,4,1,52,9000565,1011;1633,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
,9000566,萨米尔,0,1,1,6,1,52,9000566,1011;1617,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
,9000567,矮巨人指挥官,0,1,1,4,1,52,9000567,1011;1626,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
,9000568,恶魔修帝,0,1,1,6,2,53,9000568,1607;1641,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000569,默希娅,0,1,1,6,1,53,9000569,1621,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
,9000570,武装熊人战士,0,1,1,1,1,53,9000570,1021;1606,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,9000571,黄金首领,0,1,1,4,1,53,9000571,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,9000572,机械石像,0,1,1,6,2,53,9000572,1061;1602,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,9000573,丧尸法师,0,1,1,3,1,42,9000524,1605;1636,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
萨米尔,9000574,锐斧战魔安德鲁,0,1,1,6,1,54,9000574,1601,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
枯叶蜂蜂王,9000575,密林开膛手,0,1,1,2,1,54,9000575,1612;1627,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
狂化阿噗,9000576,实验合成兽巴德,0,1,1,6,1,54,9000576,1610,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
尼格斯,9000577,使徒,0,1,1,6,2,54,9000577,1627,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
杀人蜂,9000578,夺命蜂,0,1,1,2,1,54,9000578,1643,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
愤怒,9000579,林地红魔阿诺德,0,1,1,6,2,55,9000579,1619;1618,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
莱克,9000580,欲望男爵舒克,0,1,1,4,1,55,9000580,1011;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
莱克,9000581,蛊惑者,0,1,1,4,1,55,9000581,1021;1041,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
绝世舞姬,9000582,绝世舞姬,0,1,1,4,1,55,9000582,1021;1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
杀人蜂,9000583,荆刺蜂后塞拉,0,1,1,2,1,56,9000583,1622;1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
枯叶蜂蜂王,9000584,荆刺魔蜂,0,1,1,2,1,56,9000584,1622;1637;1631,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
哈蒙,9000585,海上掠夺者格纳,0,1,1,1,1,56,9000585,1618;1621,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
狂化阿噗,9000586,狂魔兽,0,1,1,6,1,56,9000586,1605;1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
枭鹰,9000587,钢羽枭鹰伊伦,0,1,1,1,1,57,9000587,1011;1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
J博士,9000588,邪能研究者格纳,0,1,1,4,1,57,9000588,1618;1644,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
机械石像,9000589,邪能战甲,0,1,1,6,2,57,9000589,1602;1626,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
蝎怪,9000590,暮夜魔蝎洛兹,0,1,1,2,1,58,9000590,1611;1636,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
恶魔修帝,9000591,翼魔统领塞曼,0,1,1,6,2,58,9000591,1641;1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
萨米尔,9000592,狂魔者,0,1,1,6,1,58,9000592,1640;1617,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
大女巫,9000593,罪恶女巫,0,1,1,6,2,58,9000593,1607,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
莱克,9000594,密林怪盗贝克勒,0,1,1,4,1,59,9000594,1021;1622;1618,1003201;1003202,"0,1",0,"0,0,1;0,1",0,0
黄金首领,9000595,密林先锋,0,1,1,4,1,59,9000595,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
默希娅,9000596,亡魂低语者埃莉,0,1,1,6,1,59,9000596,1635;1636,1003701;1003702;1003703;1003704,"0,1,2,3",0,"0,1,2,3",0,0
黄金首领,9000597,暗金领主维恩,0,1,1,4,1,60,9000597,1041;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
绝世舞姬,9000598,蛊惑者,0,1,1,4,1,60,9000598,1031;1609,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
枭鹰,9000599,枭鹰霸主希尔达,0,1,1,1,1,60,9000599,1604;1612,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
狂化阿噗,9000600,狂魔兽,0,1,1,6,1,60,9000600,1605;1622;1627,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
武装狼人,9000601,强袭战狼斯塔克,0,1,1,1,1,60,9000601,1021;1639,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
杀人蜂,9000602,强袭魔蜂,0,1,1,2,1,60,9000602,1021;1643,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
杀人蜂,9000603,强袭魔蜂,0,1,1,2,1,60,9000603,1021;1643,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
蝎怪,9000604,荒地魔蝎尼斯,0,1,1,2,1,61,9000604,1604;1634,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
摩尼耶,9000605,魔物仆从,0,1,1,4,1,61,9000605,1605;1609,5201301;5201302;5201303,"1,1,2;0,0,1",0,"0,1,2;0,1,2,2;0,0,1;0,0,1",0,0
四蹄神,9000606,烈炎斧兽凯恩特,0,1,1,6,1,61,9000606,1021;1610;1622,1003601;1003602;1003603;1003604,"0,1,2,3",0,"0,1,2,3",0,0
锡波,9000607,猩红先驱者欧文,0,1,1,4,1,61,9000607,1601,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
尼格斯,9000608,使徒,0,1,1,6,2,61,9000608,1011;1627,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
大鱼妖,9000609,鱼妖,0,1,1,5,1,61,9000609,1607;1643,1002001;1002002;1002003,"0,1,2",0,"0,1,0,2;0,1,2;0,2,1,2;0,1,2",0,0
枯叶蜂蜂王,9000610,枯木蜂王艾蕾,0,1,1,2,1,62,9000610,1021;1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
黄金首领,9000611,丛林卫士,0,1,1,4,1,62,9000611,1021;1609,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
贪婪,9000612,暗夜邪魔奥托,0,1,1,6,1,62,9000612,1621;3005;1619,1003101;1003102;1003103;1003110;1003111;1003112,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
